9.8785,9.8785,9.8785,9.8785,9.8785,9.8785,9.8785,9.8785,9.8785,9.8786,9.8786,9.8787,9.8787,9.8788,9.8789,9.8791,9.8793,9.8795,9.8798,9.8803,9.8808,9.8815,9.8824,9.8835,9.8849,9.8866,9.8888,9.8915,9.8949,9.8990,9.9041,9.9103,9.9177,9.9267,9.9376,9.9505,9.9658,9.9840,10.0054,10.0304,10.0596,10.0934,10.1324,10.1771,10.2281,10.2860,10.3515,10.4250,10.5071,10.5984,10.6992,10.8100,10.9311,11.0627,11.2048,11.3574,11.5202,11.6929,11.8748,12.0653,12.2633,12.4676,12.6770,12.8900,13.1048,13.3195,13.5323,13.7410,13.9436,14.1378,14.3215,14.4925,14.6489,14.7887,14.9103,15.0119,15.0924,15.1506,15.1859,15.1977,15.1859,15.1506,15.0924,15.0119,14.9103,14.7887,14.6489,14.4925,14.3215,14.1378,13.9436,13.7410,13.5323,13.3195,13.1048,12.8900,12.6770,12.4676,12.2633,12.0653,11.8748,11.6929,11.5202,11.3574,11.2048,11.0627,10.9311,10.8100,10.6992,10.5984,10.5071,10.4250,10.3515,10.2860,10.2281,10.1771,10.1324,10.0934,10.0596,10.0304,10.0054,9.9840,9.9658,9.9505,9.9376,9.9267,9.9177,9.9103,9.9041,9.8990
10.0541,10.0541,10.0541,10.0541,10.0541,10.0541,10.0542,10.0542,10.0542,10.0542,10.0543,10.0543,10.0544,10.0545,10.0546,10.0547,10.0549,10.0552,10.0555,10.0559,10.0564,10.0571,10.0580,10.0591,10.0605,10.0623,10.0645,10.0672,10.0705,10.0747,10.0797,10.0859,10.0934,10.1024,10.1132,10.1261,10.1415,10.1597,10.1810,10.2061,10.2352,10.2690,10.3080,10.3527,10.4037,10.4617,10.5271,10.6006,10.6827,10.7740,10.8749,10.9857,11.1068,11.2384,11.3805,11.5331,11.6959,11.8686,12.0505,12.2409,12.4389,12.6433,12.8527,13.0656,13.2804,13.4952,13.7079,13.9167,14.1192,14.3134,14.4971,14.6682,14.8246,14.9644,15.0859,15.1875,15.2680,15.3263,15.3615,15.3734,15.3615,15.3263,15.2680,15.1875,15.0859,14.9644,14.8246,14.6682,14.4971,14.3134,14.1192,13.9167,13.7079,13.4952,13.2804,13.0656,12.8527,12.6433,12.4389,12.2409,12.0505,11.8686,11.6959,11.5331,11.3805,11.2384,11.1068,10.9857,10.8749,10.7740,10.6827,10.6006,10.5271,10.4617,10.4037,10.3527,10.3080,10.2690,10.2352,10.2061,10.1810,10.1597,10.1415,10.1261,10.1132,10.1024,10.0934,10.0859,10.0797,10.0747
10.1452,10.1452,10.1452,10.1452,10.1452,10.1452,10.1452,10.1452,10.1452,10.1452,10.1453,10.1453,10.1454,10.1455,10.1456,10.1457,10.1459,10.1462,10.1465,10.1469,10.1475,10.1482,10.1490,10.1501,10.1515,10.1533,10.1555,10.1582,10.1616,10.1657,10.1708,10.1769,10.1844,10.1934,10.2042,10.2172,10.2325,10.2507,10.2721,10.2971,10.3263,10.3601,10.3990,10.4437,10.4948,10.5527,10.6181,10.6916,10.7738,10.8650,10.9659,11.0767,11.1978,11.3294,11.4715,11.6241,11.7869,11.9596,12.1415,12.3319,12.5299,12.7343,12.9437,13.1566,13.3714,13.5862,13.7990,14.0077,14.2103,14.4045,14.5881,14.7592,14.9156,15.0554,15.1769,15.2786,15.3590,15.4173,15.4526,15.4644,15.4526,15.4173,15.3590,15.2786,15.1769,15.0554,14.9156,14.7592,14.5881,14.4045,14.2103,14.0077,13.7990,13.5862,13.3714,13.1566,12.9437,12.7343,12.5299,12.3319,12.1415,11.9596,11.7869,11.6241,11.4715,11.3294,11.1978,11.0767,10.9659,10.8650,10.7738,10.6916,10.6181,10.5527,10.4948,10.4437,10.3990,10.3601,10.3263,10.2971,10.2721,10.2507,10.2325,10.2172,10.2042,10.1934,10.1844,10.1769,10.1708,10.1657
10.2120,10.2120,10.2120,10.2121,10.2121,10.2121,10.2121,10.2121,10.2121,10.2121,10.2122,10.2122,10.2123,10.2124,10.2125,10.2126,10.2128,10.2131,10.2134,10.2138,10.2144,10.2151,10.2159,10.2170,10.2184,10.2202,10.2224,10.2251,10.2285,10.2326,10.2377,10.2438,10.2513,10.2603,10.2711,10.2841,10.2994,10.3176,10.3390,10.3640,10.3931,10.4269,10.4659,10.5106,10.5617,10.6196,10.6850,10.7585,10.8407,10.9319,11.0328,11.1436,11.2647,11.3963,11.5384,11.6910,11.8538,12.0265,12.2084,12.3988,12.5968,12.8012,13.0106,13.2235,13.4383,13.6531,13.8659,14.0746,14.2771,14.4713,14.6550,14.8261,14.9825,15.1223,15.2438,15.3455,15.4259,15.4842,15.5195,15.5313,15.5195,15.4842,15.4259,15.3455,15.2438,15.1223,14.9825,14.8261,14.6550,14.4713,14.2771,14.0746,13.8659,13.6531,13.4383,13.2235,13.0106,12.8012,12.5968,12.3988,12.2084,12.0265,11.8538,11.6910,11.5384,11.3963,11.2647,11.1436,11.0328,10.9319,10.8407,10.7585,10.6850,10.6196,10.5617,10.5106,10.4659,10.4269,10.3931,10.3640,10.3390,10.3176,10.2994,10.2841,10.2711,10.2603,10.2513,10.2438,10.2377,10.2326
9.7772,9.7772,9.7772,9.7772,9.7772,9.7772,9.7772,9.7772,9.7772,9.7773,9.7773,9.7774,9.7774,9.7775,9.7776,9.7778,9.7780,9.7782,9.7785,9.7790,9.7795,9.7802,9.7811,9.7822,9.7836,9.7853,9.7875,9.7902,9.7936,9.7977,9.8028,9.8090,9.8164,9.8254,9.8363,9.8492,9.8645,9.8827,9.9041,9.9291,9.9583,9.9921,10.0311,10.0758,10.1268,10.1847,10.2502,10.3237,10.4058,10.4971,10.5979,10.7087,10.8298,10.9614,11.1035,11.2561,11.4189,11.5916,11.7735,11.9640,12.1620,12.3663,12.5757,12.7887,13.0035,13.2182,13.4310,13.6397,13.8423,14.0365,14.2202,14.3912,14.5476,14.6874,14.8090,14.9106,14.9911,15.0493,15.0846,15.0964,15.0846,15.0493,14.9911,14.9106,14.8090,14.6874,14.5476,14.3912,14.2202,14.0365,13.8423,13.6397,13.4310,13.2182,13.0035,12.7887,12.5757,12.3663,12.1620,11.9640,11.7735,11.5916,11.4189,11.2561,11.1035,10.9614,10.8298,10.7087,10.5979,10.4971,10.4058,10.3237,10.2502,10.1847,10.1268,10.0758,10.0311,9.9921,9.9583,9.9291,9.9041,9.8827,9.8645,9.8492,9.8363,9.8254,9.8164,9.8090,9.8028,9.7977
9.9521,9.9521,9.9521,9.9521,9.9521,9.9521,9.9521,9.9521,9.9521,9.9522,9.9522,9.9522,9.9523,9.9524,9.9525,9.9526,9.9528,9.9531,9.9534,9.9538,9.9544,9.9551,9.9559,9.9571,9.9585,9.9602,9.9624,9.9651,9.9685,9.9726,9.9777,9.9838,9.9913,10.0003,10.0111,10.0241,10.0394,10.0576,10.0790,10.1040,10.1332,10.1670,10.2059,10.2506,10.3017,10.3596,10.4250,10.4986,10.5807,10.6719,10.7728,10.8836,11.0047,11.1363,11.2784,11.4310,11.5938,11.7665,11.9484,12.1389,12.3368,12.5412,12.7506,12.9636,13.1783,13.3931,13.6059,13.8146,14.0172,14.2114,14.3950,14.5661,14.7225,14.8623,14.9838,15.0855,15.1660,15.2242,15.2595,15.2713,15.2595,15.2242,15.1660,15.0855,14.9838,14.8623,14.7225,14.5661,14.3950,14.2114,14.0172,13.8146,13.6059,13.3931,13.1783,12.9636,12.7506,12.5412,12.3368,12.1389,11.9484,11.7665,11.5938,11.4310,11.2784,11.1363,11.0047,10.8836,10.7728,10.6719,10.5807,10.4986,10.4250,10.3596,10.3017,10.2506,10.2059,10.1670,10.1332,10.1040,10.0790,10.0576,10.0394,10.0241,10.0111,10.0003,9.9913,9.9838,9.9777,9.9726
9.6236,9.6236,9.6236,9.6237,9.6237,9.6237,9.6237,9.6237,9.6237,9.6237,9.6238,9.6238,9.6239,9.6240,9.6241,9.6242,9.6244,9.6247,9.6250,9.6254,9.6260,9.6267,9.6275,9.6286,9.6300,9.6318,9.6340,9.6367,9.6401,9.6442,9.6493,9.6554,9.6629,9.6719,9.6827,9.6957,9.7110,9.7292,9.7506,9.7756,9.8047,9.8385,9.8775,9.9222,9.9733,10.0312,10.0966,10.1701,10.2523,10.3435,10.4444,10.5552,10.6763,10.8079,10.9500,11.1026,11.2654,11.4381,11.6200,11.8104,12.0084,12.2128,12.4222,12.6351,12.8499,13.0647,13.2775,13.4862,13.6887,13.8829,14.0666,14.2377,14.3941,14.5339,14.6554,14.7571,14.8375,14.8958,14.9311,14.9429,14.9311,14.8958,14.8375,14.7571,14.6554,14.5339,14.3941,14.2377,14.0666,13.8829,13.6887,13.4862,13.2775,13.0647,12.8499,12.6351,12.4222,12.2128,12.0084,11.8104,11.6200,11.4381,11.2654,11.1026,10.9500,10.8079,10.6763,10.5552,10.4444,10.3435,10.2523,10.1701,10.0966,10.0312,9.9733,9.9222,9.8775,9.8385,9.8047,9.7756,9.7506,9.7292,9.7110,9.6957,9.6827,9.6719,9.6629,9.6554,9.6493,9.6442
9.9613,9.9613,9.9613,9.9613,9.9613,9.9613,9.9614,9.9614,9.9614,9.9614,9.9615,9.9615,9.9616,9.9617,9.9618,9.9619,9.9621,9.9624,9.9627,9.9631,9.9636,9.9643,9.9652,9.9663,9.9677,9.9695,9.9717,9.9744,9.9778,9.9819,9.9869,9.9931,10.0006,10.0096,10.0204,10.0333,10.0487,10.0669,10.0882,10.1133,10.1424,10.1762,10.2152,10.2599,10.3109,10.3689,10.4343,10.5078,10.5899,10.6812,10.7821,10.8929,11.0140,11.1456,11.2877,11.4403,11.6031,11.7758,11.9577,12.1481,12.3461,12.5505,12.7599,12.9728,13.1876,13.4024,13.6151,13.8239,14.0264,14.2206,14.4043,14.5754,14.7318,14.8716,14.9931,15.0947,15.1752,15.2335,15.2687,15.2806,15.2687,15.2335,15.1752,15.0947,14.9931,14.8716,14.7318,14.5754,14.4043,14.2206,14.0264,13.8239,13.6151,13.4024,13.1876,12.9728,12.7599,12.5505,12.3461,12.1481,11.9577,11.7758,11.6031,11.4403,11.2877,11.1456,11.0140,10.8929,10.7821,10.6812,10.5899,10.5078,10.4343,10.3689,10.3109,10.2599,10.2152,10.1762,10.1424,10.1133,10.0882,10.0669,10.0487,10.0333,10.0204,10.0096,10.0006,9.9931,9.9869,9.9819
9.8476,9.8476,9.8476,9.8476,9.8476,9.8476,9.8476,9.8477,9.8477,9.8477,9.8477,9.8478,9.8479,9.8479,9.8481,9.8482,9.8484,9.8486,9.8490,9.8494,9.8499,9.8506,9.8515,9.8526,9.8540,9.8558,9.8580,9.8607,9.8640,9.8682,9.8732,9.8794,9.8869,9.8959,9.9067,9.9196,9.9350,9.9531,9.9745,9.9996,10.0287,10.0625,10.1015,10.1462,10.1972,10.2552,10.3206,10.3941,10.4762,10.5675,10.6683,10.7792,10.9003,11.0319,11.1740,11.3266,11.4894,11.6620,11.8440,12.0344,12.2324,12.4368,12.6462,12.8591,13.0739,13.2886,13.5014,13.7102,13.9127,14.1069,14.2906,14.4617,14.6181,14.7579,14.8794,14.9810,15.0615,15.1198,15.1550,15.1668,15.1550,15.1198,15.0615,14.9810,14.8794,14.7579,14.6181,14.4617,14.2906,14.1069,13.9127,13.7102,13.5014,13.2886,13.0739,12.8591,12.6462,12.4368,12.2324,12.0344,11.8440,11.6620,11.4894,11.3266,11.1740,11.0319,10.9003,10.7792,10.6683,10.5675,10.4762,10.3941,10.3206,10.2552,10.1972,10.1462,10.1015,10.0625,10.0287,9.9996,9.9745,9.9531,9.9350,9.9196,9.9067,9.8959,9.8869,9.8794,9.8732,9.8682
10.0855,10.0855,10.0855,10.0855,10.0855,10.0855,10.0855,10.0855,10.0855,10.0856,10.0856,10.0856,10.0857,10.0858,10.0859,10.0861,10.0862,10.0865,10.0868,10.0872,10.0878,10.0885,10.0894,10.0905,10.0919,10.0936,10.0958,10.0985,10.1019,10.1060,10.1111,10.1172,10.1247,10.1337,10.1445,10.1575,10.1728,10.1910,10.2124,10.2374,10.2666,10.3004,10.3393,10.3841,10.4351,10.4930,10.5585,10.6320,10.7141,10.8053,10.9062,11.0170,11.1381,11.2697,11.4118,11.5644,11.7272,11.8999,12.0818,12.2723,12.4702,12.6746,12.8840,13.0970,13.3117,13.5265,13.7393,13.9480,14.1506,14.3448,14.5285,14.6995,14.8559,14.9957,15.1172,15.2189,15.2994,15.3576,15.3929,15.4047,15.3929,15.3576,15.2994,15.2189,15.1172,14.9957,14.8559,14.6995,14.5285,14.3448,14.1506,13.9480,13.7393,13.5265,13.3117,13.0970,12.8840,12.6746,12.4702,12.2723,12.0818,11.8999,11.7272,11.5644,11.4118,11.2697,11.1381,11.0170,10.9062,10.8053,10.7141,10.6320,10.5585,10.4930,10.4351,10.3841,10.3393,10.3004,10.2666,10.2374,10.2124,10.1910,10.1728,10.1575,10.1445,10.1337,10.1247,10.1172,10.1111,10.1060
