0|1.077033|6.854196|6.94982|6.371813|5.818935|6.803675|6.459876|7.242237|6.714164|5.971599|6.60303|6.870953|7.334167|5.564171|5.357238|5.907622|6.342712|5.631163|6.160357|6.103278|6.212085|6.797058|6.396874|6.555151|6.672331|6.437391|6.243397|6.321392|6.794851|6.771263|6.139218|5.932116|5.650664|6.71044|6.639277|6.052272|6.457554|7.206247|6.379655|6.445929|7.539231|7.097183|6.385139|6.087693|6.865129|6.142475|6.913754|6.052272|6.536819|5.412024|5.742822|5.632051|6.813956|5.981639|6.449031|5.826663|7.061161|5.815497|6.760178|7.272551|6.136774|6.517668|6.183041|6.278535|5.56956|6.423395|6.316645|6.568105|6.565821|6.236185|6.058052|6.409368|6.220932|5.857474|5.702631|5.848077|5.897457|6.208865|6.360818|6.688797|6.664833|6.300794|6.546755|6.568105|5.910161|5.681549|6.377304|6.297619|6.677574|6.682066|6.086871|6.387488|7.052659|6.513064|6.232977|6.311101|5.989157|6.840322|6.355313|6.599242|6.73721|6.17333|6.466838|6.475338|6.331666|7.274613|6.279331|6.59242|5.988322|5.998333|6.436614|6.143289|6.920983|6.803675|6.224147|6.240192|5.911007|6.784541|6.835934|6.111465|6.765353|6.454456|6.330087|6.102459|5.969925|6.292853|6.259393|6.542935|5.95315|6.214499|5.572253|6.569627|6.272958|6.708949|6.062178|6.325346|6.236986|6.292853|5.97913|6.268971|5.91608|6.73721|6.262587|6.225753|6.133514|6.523036|6.165225|6.271363|6.46065
1.077033|0|6.011655|6.09754|5.549775|4.998|5.980803|5.615158|6.385139|5.848077|5.136146|5.765414|6.004165|6.498461|4.753946|4.589118|5.10098|5.505452|4.782259|5.350701|5.231635|5.39166|6.006663|5.531727|5.710517|5.789646|5.589275|5.398148|5.469918|5.943904|5.906776|5.273519|5.152669|4.871345|5.8438|5.78619|5.199038|5.640922|6.360031|5.529919|5.616939|6.636264|6.268174|5.547071|5.266878|5.997499|5.330103|6.072891|5.222069|5.685948|4.504442|4.84768|4.737088|5.867708|5.057667|5.545268|4.958831|6.130253|4.888763|5.853204|6.315853|5.23259|5.538953|5.282992|5.357238|4.645428|5.544367|5.379591|5.612486|5.620498|5.386093|5.11664|5.488169|5.308484|4.922398|4.774935|4.923413|5.01398|5.305657|5.405553|5.739338|5.711392|5.36097|5.662155|5.697368|5.052722|4.779121|5.413871|5.398148|5.743692|5.766281|5.189412|5.444263|6.110646|5.59464|5.330103|5.402777|5.062608|5.905083|5.435991|5.847222|5.867708|5.365631|5.626722|5.668333|5.58301|6.390618|5.483612|5.728874|5.274467|5.15558|5.563272|5.308484|6.038212|5.960705|5.409251|5.398148|5.263079|6.032412|5.910161|5.316954|5.903389|5.693856|5.432311|5.310367|5.176872|5.4|5.390733|5.703508|5.118594|5.398148|4.895917|5.734108|5.384236|5.838664|5.282992|5.554278|5.405553|5.422177|5.1449|5.46443|5.071489|5.867708|5.4827|5.451605|5.289612|5.620498|5.311309|5.485435|5.608921
6.854196|6.011655|0|0.244949|0.509902|1.086278|0.264575|0.412311|0.43589|0.316228|0.883176|0.374166|0.264575|0.5|1.363818|1.587451|1.00995|0.519615|1.236932|0.754983|0.830662|0.7|0.509902|0.648074|0.640312|0.469042|0.509902|0.616441|0.547723|0.3|0.331662|0.781025|1.053565|1.284523|0.3|0.316228|0.8544|0.469042|0.360555|0.489898|0.43589|0.927362|0.3|0.655744|0.959166|0.264575|0.781025|0.141421|0.806226|0.331662|4.276681|3.849675|4.41588|3.154362|3.997499|3.551056|4.011234|2.306513|3.974921|2.949576|2.64764|3.40294|3.258834|3.879433|2.720294|3.880722|3.574913|3.152777|3.896152|2.978255|4.031129|3.258834|4.207137|3.831449|3.631804|3.834058|4.273172|4.469899|3.702702|2.615339|2.887906|2.771281|3.036445|4.282523|3.529873|3.732292|4.154516|3.766962|3.146427|3.103224|3.407345|3.785499|3.140064|2.35372|3.268027|3.232646|3.272614|3.542598|2.085665|3.195309|5.472659|4.334743|5.529014|4.868265|5.246904|6.336403|3.608324|5.866004|5.22494|5.894065|4.573839|4.693613|5.069517|4.291853|4.544227|4.827007|4.845617|6.520736|6.717887|4.250882|5.348832|4.14367|6.446705|4.281355|5.194228|5.558777|4.149699|4.18569|5.014978|5.338539|5.777543|6.312686|5.053712|4.341659|4.716991|6.040695|5.092151|4.806246|4.06694|5.026927|5.228767|4.868265|4.334743|5.4754|5.353504|4.864155|4.430576|4.661545|4.848711|4.298837
6.94982|6.09754|0.244949|0|0.648074|1.16619|0.331662|0.5|0.3|0.316228|1|0.374166|0.264575|0.519615|1.529706|1.714643|1.16619|0.655744|1.322876|0.866025|0.877496|0.806226|0.707107|0.648074|0.538516|0.424264|0.547723|0.72111|0.678233|0.173205|0.223607|0.877496|1.17047|1.424781|0.3|0.509902|1.004988|0.6|0.3|0.583095|0.608276|0.83666|0.3|0.7|0.969536|0.264575|0.866025|0.141421|0.921954|0.458258|4.17732|3.733631|4.30581|2.984962|3.872983|3.392639|3.88973|2.111871|3.854867|2.778489|2.45153|3.268027|3.108054|3.737646|2.580698|3.776242|3.420526|3|3.749667|2.816026|3.8923|3.130495|4.062019|3.685105|3.51141|3.722902|4.154516|4.349713|3.562303|2.469818|2.720294|2.603843|2.891366|4.127953|3.367492|3.606938|4.042277|3.626293|2.996665|2.937686|3.235738|3.648287|2.989983|2.163331|3.108054|3.083829|3.122499|3.41321|1.915724|3.044667|5.335729|4.17732|5.406478|4.722288|5.109795|6.215304|3.420526|5.738467|5.081338|5.784462|4.451966|4.553021|4.945705|4.130375|4.39659|4.701064|4.709565|6.414047|6.590144|4.087787|5.229723|3.986226|6.322974|4.14367|5.069517|5.43875|4.012481|4.047221|4.873397|5.217279|5.655086|6.215304|4.913247|4.198809|4.555217|5.932116|4.962862|4.669047|3.926831|4.910193|5.1049|4.760252|4.17732|5.349766|5.23259|4.745524|4.288356|4.533211|4.71911|4.149699
6.371813|5.549775|0.509902|0.648074|0|0.616441|0.458258|0.223607|0.921954|0.52915|0.424264|0.34641|0.640312|0.974679|0.916515|1.086278|0.547723|0.173205|0.793725|0.264575|0.538516|0.264575|0.565685|0.52915|0.574456|0.632456|0.34641|0.244949|0.282843|0.538516|0.574456|0.5|0.556776|0.781025|0.519615|0.447214|0.519615|0.141421|0.8544|0.244949|0.173205|1.4|0.728011|0.458258|0.583095|0.640312|0.3|0.565685|0.331662|0.3|4.060788|3.663332|4.219005|3.148015|3.849675|3.456877|3.824918|2.387467|3.807887|2.922328|2.758623|3.271085|3.218695|3.745664|2.626785|3.685105|3.466987|3.062679|3.834058|2.937686|3.884585|3.133688|4.103657|3.706751|3.474191|3.655133|4.108528|4.29651|3.576311|2.557342|2.874022|2.760435|2.949576|4.178516|3.438023|3.551056|3.964846|3.686462|3.036445|3.070831|3.354102|3.640055|3.065942|2.437212|3.196873|3.112876|3.167018|3.398529|2.142429|3.103224|5.313191|4.246175|5.350701|4.73075|5.096077|6.14573|3.616628|5.687706|5.10098|5.676266|4.397727|4.56837|4.90102|4.230839|4.450843|4.662617|4.688283|6.278535|6.553625|4.196427|5.164301|4.060788|6.26578|4.160529|5.007994|5.359104|4.024922|4.047221|4.883646|5.149757|5.601785|6.057227|4.923413|4.208325|4.614109|5.8438|4.920366|4.645428|3.934463|4.844585|5.06162|4.68615|4.246175|5.297169|5.173007|4.701064|4.330127|4.504442|4.678675|4.173727
5.818935|4.998|1.086278|1.16619|0.616441|0|0.994987|0.7|1.459452|1.00995|0.34641|0.812404|1.161895|1.571623|0.678233|0.616441|0.4|0.591608|0.331662|0.387298|0.538516|0.412311|1.122497|0.678233|0.830662|1.00995|0.648074|0.52915|0.648074|1.014889|1.024695|0.538516|0.458258|0.479583|0.984886|0.969536|0.608276|0.72111|1.417745|0.648074|0.7|1.881489|1.3|0.608276|0.374166|1.126943|0.387298|1.122497|0.360555|0.806226|3.612478|3.246537|3.786819|2.944486|3.46987|3.154362|3.407345|2.328089|3.414674|2.70555|2.714774|2.918904|2.983287|3.38969|2.336664|3.258834|3.146427|2.778489|3.54683|2.707397|3.508561|2.792848|3.770942|3.367492|3.093542|3.246537|3.712142|3.883298|3.226453|2.319483|2.675818|2.572936|2.660827|3.847077|3.140064|3.144837|3.541186|3.386739|2.723968|2.840775|3.103224|3.272614|2.789265|2.374868|2.922328|2.791057|2.85482|3.034798|2.056696|2.805352|4.906119|3.925557|4.922398|4.356604|4.697872|5.705261|3.426368|5.265928|4.734976|5.205766|3.977436|4.20119|4.483302|3.937004|4.114608|4.249706|4.291853|5.791373|6.13433|3.917908|4.727579|3.748333|5.836095|3.801316|4.576024|4.917316|3.663332|3.674235|4.506662|4.722288|5.178803|5.559676|4.545327|3.845777|4.288356|5.39166|4.502222|4.247352|3.569314|4.412482|4.641121|4.249706|3.925557|4.868265|4.739198|4.284857|3.988734|4.102438|4.264974|3.818377
6.803675|5.980803|0.264575|0.331662|0.458258|0.994987|0|0.424264|0.547723|0.479583|0.866025|0.3|0.489898|0.616441|1.360147|1.493318|0.953939|0.509902|1.208305|0.648074|0.860233|0.6|0.458258|0.6245|0.547723|0.608276|0.458258|0.6245|0.608276|0.316228|0.424264|0.812404|0.948683|1.208305|0.447214|0.5|0.916515|0.412311|0.469042|0.519615|0.424264|1.109054|0.316228|0.547723|0.818535|0.447214|0.678233|0.223607|0.774597|0.424264|4.230839|3.785499|4.366921|3.127299|3.956008|3.489986|3.934463|2.278157|3.935734|2.882707|2.649528|3.336165|3.263434|3.820995|2.662705|3.835362|3.494281|3.116087|3.879433|2.949576|3.942081|3.220248|4.170132|3.782856|3.591657|3.790778|4.239104|4.414748|3.641428|2.598076|2.86531|2.754995|2.998333|4.222558|3.442383|3.641428|4.102438|3.754997|3.074085|3.062679|3.355592|3.722902|3.106445|2.338803|3.214032|3.165438|3.209361|3.495712|2.063977|3.140064|5.375872|4.263801|5.468089|4.798958|5.171073|6.280127|3.531289|5.813777|5.179768|5.807753|4.497777|4.636809|5.004998|4.227292|4.460942|4.742362|4.778075|6.43972|6.670832|4.219005|5.274467|4.062019|6.399219|4.228475|5.113707|5.496362|4.090232|4.112177|4.947727|5.288667|5.731492|6.240192|4.984977|4.28719|4.662617|5.988322|4.993996|4.731807|3.99124|4.961854|5.152669|4.803124|4.263801|5.397222|5.267827|4.796874|4.384062|4.593474|4.749737|4.217819
6.459876|5.615158|0.412311|0.5|0.223607|0.7|0.424264|0|0.787401|0.331662|0.5|0.223607|0.469042|0.905539|1.044031|1.236932|0.7|0.2|0.83666|0.424264|0.447214|0.374166|0.67082|0.387298|0.447214|0.412311|0.223607|0.223607|0.223607|0.374166|0.374166|0.447214|0.734847|0.948683|0.316228|0.360555|0.547723|0.264575|0.748331|0.1|0.244949|1.228821|0.663325|0.424264|0.608276|0.469042|0.424264|0.458258|0.424264|0.141421|3.964846|3.562303|4.117038|2.986637|3.729611|3.325658|3.72827|2.211334|3.691883|2.780288|2.569047|3.154362|3.054505|3.624914|2.495997|3.581899|3.348134|2.920616|3.683748|2.782086|3.781534|3.004996|3.968627|3.579106|3.355592|3.54542|3.99124|4.189272|3.455431|2.402082|2.711088|2.594224|2.808914|4.050926|3.318132|3.458323|3.861347|3.538361|2.91376|2.918904|3.209361|3.524202|2.920616|2.256103|3.057777|2.989983|3.039737|3.277194|1.969772|2.969848|5.219195|4.12068|5.247857|4.616276|4.98999|6.044833|3.474191|5.580323|4.974937|5.597321|4.3|4.447471|4.796874|4.09756|4.335897|4.56618|4.579301|6.204031|6.442049|4.047221|5.069517|3.939543|6.158734|4.037326|4.914265|5.262129|3.905125|3.935734|4.768648|5.044799|5.492722|5.984981|4.809366|4.086563|4.483302|5.746303|4.831149|4.539824|3.822303|4.745524|4.962862|4.590207|4.12068|5.200961|5.082322|4.598913|4.2|4.397727|4.589118|4.060788
7.242237|6.385139|0.43589|0.3|0.921954|1.459452|0.547723|0.787401|0|0.556776|1.284523|0.67082|0.424264|0.34641|1.791647|1.997498|1.431782|0.927362|1.612452|1.148913|1.157584|1.086278|0.830662|0.911043|0.812404|0.640312|0.830662|1.004988|0.943398|0.469042|0.489898|1.140175|1.449138|1.702939|0.547723|0.7|1.256981|0.866025|0.141421|0.866025|0.860233|0.6245|0.316228|0.959166|1.260952|0.424264|1.157584|0.360555|1.208305|0.72111|4.379498|3.923009|4.497777|3.088689|4.043513|3.538361|4.076763|2.179449|4.036087|2.893095|2.493993|3.433657|3.232646|3.901282|2.736786|3.971146|3.570714|3.15119|3.876854|2.942788|4.057093|3.296968|4.208325|3.845777|3.690528|3.910243|4.332436|4.528797|3.722902|2.613427|2.833725|2.718455|3.041381|4.272002|3.508561|3.792097|4.232021|3.765634|3.154362|3.056141|3.361547|3.818377|3.132092|2.22935|3.244996|3.246537|3.277194|3.586084|2.004994|3.193744|5.497272|4.310452|5.582114|4.879549|5.270674|6.395311|3.502856|5.914389|5.231635|5.975784|4.629255|4.705316|5.117617|4.248529|4.527693|4.869292|4.877499|6.617401|6.755738|4.207137|5.407402|4.115823|6.498461|4.29651|5.248809|5.625833|4.167733|4.208325|5.025933|5.400926|5.830094|6.426508|5.064583|4.358899|4.696807|6.115554|5.132251|4.838388|4.08534|5.089204|5.273519|4.938623|4.310452|5.523586|5.406478|4.914265|4.429447|4.701064|4.888763|4.302325
6.714164|5.848077|0.316228|0.316228|0.52915|1.00995|0.479583|0.331662|0.556776|0|0.787401|0.34641|0.173205|0.728011|1.311488|1.555635|1.00995|0.5|1.1|0.754983|0.6245|0.7|0.774597|0.52915|0.519615|0.2|0.447214|0.509902|0.447214|0.264575|0.173205|0.655744|1.044031|1.260952|0.1|0.34641|0.754983|0.509902|0.556776|0.374166|0.5|0.938083|0.556776|0.655744|0.883176|0.264575|0.74162|0.34641|0.728011|0.264575|4.043513|3.635932|4.18569|2.947881|3.770942|3.342155|3.806573|2.130728|3.738984|2.774887|2.455606|3.203123|3.013304|3.661967|2.525866|3.652396|3.385262|2.922328|3.668787|2.758623|3.845777|3.036445|3.97995|3.602777|3.40147|3.605551|4.034848|4.249706|3.494281|2.387467|2.672078|2.54951|2.817801|4.071855|3.349627|3.542598|3.929377|3.528456|2.949576|2.9|3.198437|3.570714|2.918904|2.167948|3.062679|3.024897|3.067572|3.318132|1.910497|2.988311|5.292447|4.14367|5.311309|4.658326|5.046781|6.108191|3.452535|5.632939|4.998|5.697368|4.374929|4.482187|4.860041|4.106093|4.376071|4.641121|4.632494|6.307139|6.487681|4.028647|5.146844|3.968627|6.21128|4.070626|4.991994|5.332917|3.944617|3.98748|4.811445|5.10294|5.544367|6.091798|4.853864|4.119466|4.493328|5.818075|4.914265|4.597826|3.872983|4.817676|5.033885|4.669047|4.14367|5.274467|5.165269|4.666905|4.22019|4.457578|4.672259|4.106093
