1.0000000,0.2142857,0.3571429,0.3750000,0.3750000,0.4117647,0.2500000,0.3571429,0.3125000,0.3333333,0.1176471,0.3750000,0.4666667,0.5000000,0.5294118,0.3888889,0.5000000,0.4000000,0.2666667,0.4444444
0.2142857,1.0000000,0.2000000,0.3636364,0.3636364,0.2142857,0.1818182,0.0909091,0.2727273,0.2142857,0.0000000,0.3636364,0.2500000,0.2142857,0.1875000,0.0588235,0.2142857,0.2727273,0.2000000,0.1176471
0.3571429,0.2000000,1.0000000,0.3076923,0.4166667,0.3571429,0.1538462,0.0769231,0.4545455,0.1875000,0.2727273,0.5454545,0.2142857,0.4615385,0.2352941,0.2500000,0.1875000,0.3333333,0.1666667,0.4000000
0.3750000,0.3636364,0.3076923,1.0000000,0.4285714,0.3750000,0.5000000,0.1333333,0.3571429,0.2941176,0.2142857,0.5384615,0.3333333,0.4666667,0.3333333,0.4375000,0.2941176,0.4615385,0.1333333,0.4117647
0.3750000,0.3636364,0.4166667,0.4285714,1.0000000,0.3750000,0.2857143,0.2142857,0.2666667,0.3750000,0.1333333,0.5384615,0.4285714,0.2941176,0.4117647,0.2777778,0.3750000,0.3571429,0.2142857,0.4117647
0.4117647,0.2142857,0.3571429,0.3750000,0.3750000,1.0000000,0.1764706,0.1875000,0.3125000,0.6000000,0.3571429,0.4666667,0.3750000,0.6000000,0.3684211,0.4705882,0.3333333,0.4000000,0.3571429,0.6250000
0.2500000,0.1818182,0.1538462,0.5000000,0.2857143,0.1764706,1.0000000,0.2500000,0.2142857,0.2500000,0.1538462,0.3846154,0.2857143,0.3333333,0.3750000,0.4000000,0.2500000,0.1333333,0.1538462,0.3750000
0.3571429,0.0909091,0.0769231,0.1333333,0.2142857,0.1875000,0.2500000,1.0000000,0.0666667,0.3571429,0.1666667,0.0625000,0.2142857,0.1875000,0.4000000,0.1764706,0.3571429,0.1428571,0.2727273,0.2352941
0.3125000,0.2727273,0.4545455,0.3571429,0.2666667,0.3125000,0.2142857,0.0666667,1.0000000,0.4000000,0.3333333,0.2666667,0.3571429,0.3125000,0.4375000,0.2941176,0.3125000,0.2857143,0.3333333,0.4375000
0.3333333,0.2142857,0.1875000,0.2941176,0.3750000,0.6000000,0.2500000,0.3571429,0.4000000,1.0000000,0.3571429,0.2941176,0.3750000,0.3333333,0.4444444,0.3157895,0.5000000,0.1666667,0.3571429,0.5294118
0.1176471,0.0000000,0.2727273,0.2142857,0.1333333,0.3571429,0.1538462,0.1666667,0.3333333,0.3571429,1.0000000,0.2142857,0.3076923,0.3571429,0.2352941,0.4285714,0.1875000,0.3333333,0.4000000,0.5000000
0.3750000,0.3636364,0.5454545,0.5384615,0.5384615,0.4666667,0.3846154,0.0625000,0.2666667,0.2941176,0.2142857,1.0000000,0.3333333,0.5714286,0.2631579,0.4375000,0.3750000,0.3571429,0.1333333,0.4117647
0.4666667,0.2500000,0.2142857,0.3333333,0.4285714,0.3750000,0.2857143,0.2142857,0.3571429,0.3750000,0.3076923,0.3333333,1.0000000,0.3750000,0.4117647,0.3529412,0.3750000,0.3571429,0.5454545,0.4117647
0.5000000,0.2142857,0.4615385,0.4666667,0.2941176,0.6000000,0.3333333,0.1875000,0.3125000,0.3333333,0.3571429,0.5714286,0.3750000,1.0000000,0.3684211,0.4705882,0.2631579,0.5000000,0.3571429,0.5294118
0.5294118,0.1875000,0.2352941,0.3333333,0.4117647,0.3684211,0.3750000,0.4000000,0.4375000,0.4444444,0.2352941,0.2631579,0.4117647,0.3684211,1.0000000,0.5000000,0.5294118,0.3529412,0.4000000,0.5555556
0.3888889,0.0588235,0.2500000,0.4375000,0.2777778,0.4705882,0.4000000,0.1764706,0.2941176,0.3157895,0.4285714,0.4375000,0.3529412,0.4705882,0.5000000,1.0000000,0.4705882,0.4666667,0.1764706,0.5882353
0.5000000,0.2142857,0.1875000,0.2941176,0.3750000,0.3333333,0.2500000,0.3571429,0.3125000,0.5000000,0.1875000,0.3750000,0.3750000,0.2631579,0.5294118,0.4705882,1.0000000,0.2352941,0.1875000,0.3684211
0.4000000,0.2727273,0.3333333,0.4615385,0.3571429,0.4000000,0.1333333,0.1428571,0.2857143,0.1666667,0.3333333,0.3571429,0.3571429,0.5000000,0.3529412,0.4666667,0.2352941,1.0000000,0.3333333,0.3529412
0.2666667,0.2000000,0.1666667,0.1333333,0.2142857,0.3571429,0.1538462,0.2727273,0.3333333,0.3571429,0.4000000,0.1333333,0.5454545,0.3571429,0.4000000,0.1764706,0.1875000,0.3333333,1.0000000,0.4000000
0.4444444,0.1176471,0.4000000,0.4117647,0.4117647,0.6250000,0.3750000,0.2352941,0.4375000,0.5294118,0.5000000,0.4117647,0.4117647,0.5294118,0.5555556,0.5882353,0.3684211,0.3529412,0.4000000,1.0000000
