0;0.583333;0.95;1.091667;0.1875;1.578492;1.191667;0.391667;1.275;1.716667;0.590374;0.775;1.708333;3.083333;1.216667;1.670238;1.39992;0.5;1.52381;0.866667;0.767965;0.984314;1.6875;1.311905;0.997222;0.791667;1.191667;0.311111;0.177778;1.033333;0.975;1.206061;1.596825;0.651515;0.716667;0.825;0.583333;1.3125;1.458333;0.266667;0.875;2.3;1.325;1.258333;1.388889;1.208333;0.5;0.825;0.517647;0.258333;2.718673;2.633333;2.784982;2.916667;2.920491;2.697619;2.558559;2.698309;2.857729;2.42959;2.853889;2.636905;3.151634;2.770524;2.547436;2.738763;2.532234;2.759857;3.2599;2.813351;2.535913;2.805556;3.092674;2.823205;2.814502;2.790937;2.96448;2.8375;2.743697;2.75746;2.82381;2.807407;2.77116;2.898517;2.420346;2.415126;2.753797;3.19902;2.505583;2.783333;2.724777;2.700855;2.842424;2.639976;2.709615;2.545996;2.620238;2.774402;2.366667;2.682873;2.611667;2.846883;2.915986;2.85422;2.838745;2.969481;2.739881;2.999038;3.191176;2.66654;2.686171;3.003802;2.874444;2.942607;2.792294;2.68057;2.821985;2.813578;3.251455;3.22465;2.761747;2.696086;3.108566;2.971946;2.664894;2.785314;2.881527;2.727501;2.948758;2.907471;3.074615;2.817739;2.951139;2.897677;2.991676;2.974153;2.536232;2.738002;2.698658;2.818065;2.802899;2.815959;2.846883;2.752913;2.673227;2.859307;3.111111;2.821827;2.50925;2.676949
0.583333;0;0.75;0.790909;0.517857;2.023468;1.285714;0.628571;0.933333;1.290909;1.06631;0.785714;1.166667;2.75;1.6;2.021429;1.844896;1.083333;1.944444;1.394444;1.168831;1.528431;1.875;1.659341;1.007937;0.47619;1.428571;0.866667;0.619048;0.833333;0.590909;1.606926;2.057143;1.045455;0.290909;0.809524;1.083333;1.375;1.083333;0.735714;1.22619;2.116667;1.25;1.609524;1.916667;0.666667;1.027778;0.666667;1.011765;0.373626;2.759413;2.695238;2.686147;2.983333;2.744733;2.57381;2.755994;2.314976;2.644686;2.418479;2.871746;2.428571;3.202614;2.581635;2.401282;2.646339;2.352747;2.659857;3.298496;2.800531;2.62758;2.65;3.026007;2.667649;2.60974;2.54456;2.777814;2.5875;2.561345;2.700317;2.857143;2.840741;2.67116;2.782831;2.268831;2.751821;2.661372;3.19902;2.326096;2.783333;2.691444;2.478632;2.775758;2.557833;2.630128;2.355519;2.463095;2.579665;2.45;2.559063;2.809103;2.746883;2.654082;2.65422;2.59632;2.696753;2.323214;2.765705;3.107843;3.048005;2.743747;2.865707;2.621111;2.918797;2.658961;2.742475;2.57956;3.150179;3.110278;3.27563;2.805337;2.583266;2.900722;2.838612;2.845663;2.820947;2.720124;2.505279;2.777329;2.643103;2.872465;3.151072;2.77971;2.73101;2.902787;2.699643;2.85528;2.657482;2.482972;2.719231;2.710474;2.717124;2.746883;2.799579;2.853996;2.609307;3.044444;2.579403;2.833561;2.468615
0.95;0.75;0;0.733333;0.928571;2.24288;1.142857;0.971429;1.25;1.816667;1.330481;0.842857;1.616667;2.833333;1.466667;2.280952;1.671451;1.45;2.119048;1.733333;1.350649;1.860784;1.5;1.898352;1.009524;1.095238;1.738095;1.155556;0.948413;0.5;0.783333;1.845887;2.384127;1.371212;0.816667;0.761905;0.866667;1.833333;0.916667;1.042857;1.128571;1.75;0.75;1.928571;2.166667;1.116667;1.333333;0.5;1.294118;0.755495;2.693848;2.652381;2.781136;3.233333;2.996753;2.878571;2.729175;2.758454;2.90942;2.791851;3.19746;2.751488;3.386928;2.869774;2.74359;2.751508;2.701832;2.942115;3.465664;3.072193;2.612229;2.927778;3.234982;2.939121;2.885281;2.827595;3.017463;2.8625;2.857563;2.983175;3.12619;3.111111;2.955643;3.041535;2.645887;2.755182;2.764157;3.378431;2.678867;3.066667;2.987522;2.784188;3.042424;2.937026;2.931891;2.696293;2.787202;2.865231;2.833333;2.867512;2.775256;3.021274;2.912585;2.925959;2.874729;2.941883;2.768452;3.001239;3.295343;3.011579;2.69238;3.100867;2.89;3.169987;2.950018;2.694302;2.859358;3.115436;3.286051;3.451611;2.73687;2.896086;3.110423;3.08092;2.796427;2.743245;2.985036;2.808698;3.02764;2.899569;3.089922;3.114035;3.030021;2.988734;3.135637;2.944742;2.834161;2.767367;2.793602;2.811305;2.807971;2.810862;3.021274;2.733321;2.80476;2.883117;3.252778;2.860788;2.818694;2.784672
1.091667;0.790909;0.733333;0;1.083929;2.100706;0.914286;0.785714;1.048485;1.5;1.080214;0.780952;1.690909;2.890909;1.85;1.994048;2.214992;1.591667;1.960317;1.513889;1.227273;1.644608;1.3125;1.81456;1.05873;0.829004;1.619048;0.933333;1.080952;0.5;0.566667;1.608225;2.142857;1.45;0.5;1.254762;1.416667;2.0125;1.157576;0.839286;1.738095;1.960606;1.15;1.804762;2.125;1.190909;1.180556;0.283333;1.052941;0.925275;2.760164;2.72619;2.684982;3.227273;2.926046;2.832251;2.802044;2.807861;2.829161;2.780966;3.260317;2.675731;3.363933;2.803093;2.675408;2.651018;2.645854;2.891235;3.446001;3.042272;2.705431;2.856061;3.195821;2.880016;2.804113;2.736492;2.944225;2.778409;2.791062;2.929149;3.107792;3.090067;2.900313;2.998548;2.603896;2.828291;2.668436;3.346881;2.615516;3.045455;2.966578;2.70843;2.99697;2.970199;2.893284;2.629464;2.727949;2.789075;2.820455;2.813818;2.862179;2.98613;2.831725;2.864299;2.80276;2.860714;2.840097;2.928655;3.257464;3.069346;2.772387;3.048945;2.809798;3.153537;2.907298;2.778743;2.784611;3.165315;3.23611;3.445283;2.816111;2.861121;3.044141;3.026608;2.872463;2.821062;2.92443;2.737214;2.971174;2.816627;3.022358;3.160331;2.973555;2.929347;3.10226;2.85918;2.912112;2.687208;2.724036;2.720979;2.722826;2.71721;2.98613;2.815838;2.880797;2.801407;3.214899;2.782866;2.8973;2.722634
0.1875;0.517857;0.928571;1.083929;0;1.616769;1.196429;0.325;1.294643;1.655357;0.62246;0.744048;1.660714;3.125;1.233333;1.7;1.438198;0.6875;1.539683;0.936111;0.917208;1.05049;1.571429;1.491071;0.96627;0.708333;1.125;0.484722;0.347222;1.011905;0.931548;1.355303;1.660317;0.689394;0.655357;0.75;0.729167;1.142857;1.482143;0.45;0.8125;2.276786;1.357143;1.195833;1.458333;1.160714;0.569444;0.821429;0.558824;0.1875;2.80571;2.730952;2.869277;3.0125;2.999278;2.802381;2.662725;2.607833;2.938708;2.569868;2.728889;2.741071;3.218791;2.86358;2.661859;2.826263;2.650824;2.85569;3.320865;2.911107;2.648413;2.894444;3.163507;2.912094;2.899621;2.876082;3.037814;2.920833;2.840021;2.853889;2.92381;2.907407;2.866993;2.986508;2.552922;2.532283;2.841297;3.26152;2.624173;2.8875;2.833111;2.798077;2.934091;2.527476;2.815705;2.659091;2.729167;2.864533;2.5125;2.787634;2.715833;2.942717;2.993367;2.94172;2.925866;3.04145;2.653571;3.069871;3.253676;2.638523;2.781626;3.080588;2.956111;3.034868;2.892294;2.778189;2.909106;2.787434;3.305866;3.291807;2.850208;2.806343;3.171311;3.051112;2.760727;2.869797;2.967492;2.824723;3.02971;2.983621;3.140207;2.789961;3.032091;2.98101;3.072232;3.045232;2.644565;2.831454;2.799149;2.90236;2.890399;2.900254;2.942717;2.842913;2.76906;2.942641;3.181944;2.908949;2.620215;2.781115
1.578492;2.023468;2.24288;2.100706;1.616769;0;1.752335;1.579175;2.530645;2.161312;1.057644;1.618136;2.44771;3.330827;1.697619;0.708333;0.571429;1.245158;0.600251;0.944406;0.929825;0.663705;2.551834;0.838517;1.697501;1.646844;0.769651;1.344725;1.540214;1.814308;1.776031;0.548872;1.562771;1.314935;1.827979;2.11301;1.531955;2.041012;2.62087;1.488266;1.478925;2.565049;2.515607;1.11702;0.547581;1.781044;1.134883;2.190932;1.148553;1.774664;2.541055;2.430326;2.604203;2.442105;2.670217;2.343233;2.3766;2.606338;2.60361;2.341249;2.750303;2.353148;2.681011;2.495246;2.160931;2.526068;2.213245;2.339106;2.901504;2.349309;2.32024;2.484503;2.793069;2.50592;2.540385;2.558772;2.723968;2.652851;2.464971;2.285163;2.322807;2.280214;2.384139;2.613788;2.059398;2.216099;2.559244;2.836223;2.151724;2.336842;2.288934;2.437359;2.444817;2.56806;2.316675;2.196493;2.271852;2.485247;2.359569;2.317427;2.500789;2.560847;2.78797;2.647671;2.684994;2.865351;2.803888;2.851103;2.956205;2.516329;2.539795;2.778312;2.728129;2.618233;2.544448;2.545457;2.641658;2.463438;3.105673;2.858392;2.660044;2.395412;2.974716;2.725621;2.55852;2.67264;2.639319;2.506615;2.752964;2.748541;2.920187;2.459552;2.760107;2.64393;2.690156;2.876536;2.430549;2.565217;2.465944;2.688885;2.680111;2.69088;2.560847;2.6492;2.58352;2.712321;2.845175;2.649123;2.388756;2.438982
1.191667;1.285714;1.142857;0.914286;1.196429;1.752335;0;1.271429;1.52381;1.914286;1.603743;1.233333;1.685714;3.035714;2.1;1.735714;1.573764;0.691667;1.436508;1.047222;1.655844;1.334804;1.625;1.625;1.455556;1.690476;1.238095;1.433333;1.166667;1.22619;1.447619;1.260606;2.2;1.613636;1.414286;1.714286;1.566667;1.625;1.702381;1.325;0.888095;1.369048;1.559524;1.571429;1.736111;0.685714;1.680556;0.642857;1.576471;1.142857;2.769792;2.742857;2.85348;3.235714;3.03824;2.933333;2.679987;2.81815;2.94893;2.874889;3.189206;2.830357;3.325117;2.928522;2.805861;2.817793;2.797802;2.948746;3.442105;3.074157;2.732447;2.961905;3.247436;2.971978;2.926407;2.883786;3.049462;2.935714;2.923529;2.974921;3.121429;3.093915;2.980251;3.092635;2.755844;2.57591;2.83832;3.351401;2.759246;3.092857;3.021963;2.85409;3.056277;2.961008;2.977564;2.76461;2.85119;2.911369;2.867857;2.918587;2.758095;3.091328;2.996939;3.002539;2.970779;3.023377;2.903571;3.064024;3.316877;2.859787;2.803669;3.153008;2.976825;3.223308;3.044054;2.816068;2.942815;2.968573;3.324488;3.437815;2.851457;2.989975;3.164898;3.129789;2.761322;2.841762;3.047766;2.898836;3.098758;2.965599;3.142255;2.959552;3.10352;3.038153;3.163959;3.028139;2.676087;2.864893;2.886333;2.907992;2.915373;2.910431;3.091328;2.850315;2.777989;2.974567;3.281746;2.948849;2.660287;2.883006
0.391667;0.628571;0.971429;0.785714;0.325;1.579175;1.271429;0;1.414286;1.357143;0.540107;0.452381;1.771429;3.085714;1.433333;1.583333;1.693461;0.891667;1.507937;0.847222;0.649351;0.968137;1.696429;1.232143;0.730159;0.452381;0.833333;0.288889;0.422222;0.738095;0.666667;1.030303;1.555556;0.980303;0.357143;0.742857;0.883333;1.467857;1.542857;0.125;0.966667;2.4;1.4;1.033333;1.458333;1.271429;0.513889;0.914286;0.476471;0.271429;2.67154;2.595238;2.745421;2.952381;2.900072;2.702381;2.519627;2.52864;2.830573;2.472885;2.688889;2.620536;3.1676;2.756196;2.54304;2.698637;2.532967;2.760932;3.274436;2.831982;2.514955;2.789683;3.093223;2.813638;2.788961;2.757385;2.940069;2.806548;2.731092;2.760317;2.852381;2.834656;2.77001;2.899617;2.435065;2.378711;2.716055;3.205322;2.502629;2.809524;2.750127;2.681013;2.847186;2.457212;2.721955;2.538555;2.61756;2.753873;2.417857;2.683948;2.579762;2.855827;2.883673;2.839624;2.815747;2.934307;2.580357;2.970646;3.1882;2.743915;2.650093;2.994832;2.844603;2.965226;2.796475;2.64779;2.797598;2.881002;3.235346;3.24895;2.721789;2.709273;3.082338;2.962971;2.623379;2.742654;2.869748;2.709797;2.936542;2.873502;3.04917;2.882554;2.938923;2.885192;2.996921;2.936338;2.497826;2.711018;2.683547;2.781419;2.770445;2.777649;2.855827;2.715362;2.631712;2.829545;3.112302;2.795853;2.472488;2.66744
1.275;0.933333;1.25;1.048485;1.294643;2.530645;1.52381;1.414286;0;2.215152;1.579679;1.490476;1.9;2.85;1.983333;2.420238;2.352073;1.775;2.357143;2.075;1.694805;2.212255;2.104167;2.361264;1.712698;1.290476;2.214286;1.488889;1.246032;1.333333;1.315152;2.1329;2.660317;1.507576;1.215152;1.607143;1.566667;2.270833;0.35;1.432143;2.007143;1.916667;0.5;2.390476;2.597222;1.4;1.708333;0.916667;1.570588;1.164835;3.027932;3.016667;2.969364;3.366667;2.883117;2.842063;3.082918;3.103865;2.762077;2.896257;3.586032;2.841071;3.47451;2.759413;2.685897;2.945581;2.837363;2.915412;3.539432;3.12959;3.023413;2.838889;3.220452;2.856538;2.747835;2.861952;2.888925;2.895833;2.755462;2.990794;3.229365;3.212963;2.926715;2.999171;2.823377;3.117367;2.960615;3.415686;2.810711;3.144444;3.041444;2.85641;3.042424;3.238785;2.936966;2.812662;2.720238;2.742823;3.019444;2.827317;3.136026;3.002439;2.932653;2.80422;2.923593;2.948268;3.100992;2.832371;3.260621;3.282919;3.054353;3.026024;2.921111;3.220384;2.903405;3.063903;2.906833;3.352794;3.19067;3.547526;3.080978;2.878992;2.958892;3.010835;3.130919;3.076694;2.894393;2.883057;2.926536;2.915517;2.944866;3.345517;2.928916;2.892122;3.113898;2.946702;3.176708;2.986487;2.87709;3.002448;3.009717;3.000341;3.002439;3.082913;3.139253;2.917641;3.238889;2.906676;3.168148;2.881115
1.716667;1.290909;1.816667;1.5;1.655357;2.161312;1.914286;1.357143;2.215152;0;1.807487;1.547619;0.457576;1.890909;2.65;2.113095;2.275598;1.716667;2.246032;1.638889;1.954545;1.602941;2.8125;1.68956;1.825397;1.400433;1.52381;1.6;1.747619;1.583333;1.333333;1.668831;0.809524;2.2;1;1.82619;2.166667;0.5125;2.324242;1.464286;1.809524;2.793939;2.316667;1.57619;2.083333;1.457576;1.805556;1.783333;1.752941;1.496703;2.725976;2.654762;2.641026;3.060606;2.861111;2.701299;2.718711;2.418972;2.78206;2.524556;2.942857;2.559659;3.298574;2.71335;2.527972;2.602941;2.486513;2.802346;3.359535;2.911502;2.576754;2.772727;3.117249;2.804259;2.744589;2.682981;2.901148;2.715909;2.68602;2.825974;2.957792;2.951178;2.791223;2.888744;2.402597;2.718487;2.614865;3.280214;2.46808;2.878788;2.807487;2.618687;2.887879;2.652739;2.745848;2.506088;2.596997;2.714514;2.545455;2.682866;2.753846;2.841685;2.774583;2.773123;2.714015;2.819805;2.402597;2.887479;3.191288;3.007564;2.688655;2.961643;2.739798;2.991883;2.750776;2.68134;2.707071;3.124699;3.193329;3.340241;2.746181;2.682984;3.008537;2.935431;2.797463;2.776437;2.825359;2.629371;2.878317;2.779846;2.98114;3.12963;2.878317;2.850776;3.012516;2.816399;2.80559;2.603175;2.606389;2.655594;2.641304;2.64728;2.841685;2.741293;2.797463;2.721861;3.120455;2.699134;2.78486;2.593958
