0.0000,2.0027,3.0405,3.8032,1.1550,0.8389,2.9056,0.9446,0.3519,2.3600,2.4179,3.6087,4.4343,4.7588,3.1676,1.4683,1.5348,3.0616,0.0019,0.0754,0.0789,0.7020,0.5464,3.8664,3.1171,1.6250,0.7937,5.7094,0.0450,2.1882,2.3244,2.0735,1.0524,1.1666,0.2680,4.1271,4.5616,3.4068,1.0771,2.8463,0.6291,4.5817,3.1475,0.5058,2.8265,1.2238,2.7648,0.2026,1.9443,0.1685,1.6655,0.1786,0.2764,3.1154,1.0568,2.8143,0.7083,3.7948,1.5825,1.0558,1.3577,1.2184,0.8819,4.2836,1.5186,0.9211,3.4170,1.1473,3.3670,0.1195,1.8177,1.8208,0.5005,2.9741,2.6012,4.1164,2.5398,1.7954,3.0493,3.2065,3.9619,4.9939,3.1103,1.0340,1.6415,0.1251,0.4862,0.1011,4.7265,0.7086,2.9101,1.9992,0.6978,1.1956,0.1029,3.6966,0.6263,4.2100,0.1339,1.3223,62.1529,59.0599,60.3759,61.0091,62.0498,59.5544,60.2919,64.4623,63.3045,65.9194,64.0508,61.6977,62.6452,66.2637,60.5820,61.1800,60.7676,62.8724,61.2611,62.3851,62.2914,63.8227,64.5984,67.1763,63.9736,65.3139,65.5248,64.5741,62.6305,67.1892,63.2100,64.4758,68.1386,70.0488,61.4491,64.7779,62.0171,62.9738,65.0652,61.6289,61.6335,63.2638,61.2072,62.7139,61.8264,66.6298,61.0104,68.1697,64.9051,62.1418,64.8313,62.5016,62.2525,65.2759,61.7224,62.9973,63.5562,61.3643,64.1209,66.2608,62.1500,61.8324,65.6813,60.0962,66.5329,65.8667,62.3273,69.3009,67.0784,64.6409,60.7619,60.2580,65.7863,65.3795,62.7145,61.2784,57.5061,62.8210,61.6599,64.7453,66.1933,63.3325,63.0024,65.7169,60.7724,60.1808,62.6580,60.2778,65.0154,67.1175,66.9762,62.6483,64.5407,62.5511,60.9963,62.3152,62.1582,68.0500,64.9982,64.2306
2.0027,0.0000,1.0378,1.8005,3.1577,1.1637,4.9083,1.0581,2.3546,0.3573,0.4152,1.6060,2.4316,2.7561,5.1703,0.5344,3.5375,1.0589,2.0009,2.0780,1.9237,2.7047,1.4563,1.8637,1.1144,0.3777,1.2090,7.7121,2.0477,0.1855,0.3217,0.0708,3.0551,0.8360,2.2707,2.1244,2.5589,1.4041,0.9256,0.8436,2.6318,2.5790,1.1448,1.4969,0.8238,0.7789,0.7621,2.2052,0.0584,2.1712,3.6681,2.1813,1.7263,1.1127,3.0595,0.8116,2.7110,1.7921,0.4202,0.9468,3.3604,3.2211,1.1208,2.2809,0.4841,2.9237,1.4143,0.8554,1.3643,1.8832,0.1850,3.8235,2.5032,0.9714,0.5985,2.1138,0.5372,0.2073,1.0466,1.2038,1.9592,2.9912,1.1076,0.9687,3.6441,2.1278,2.4889,1.9016,2.7238,2.7113,0.9075,4.0019,1.3049,0.8070,1.8998,1.6939,1.3764,2.2073,2.1365,3.3250,63.6107,60.4464,61.7945,62.4423,63.5055,60.9533,61.7086,65.9648,64.7854,67.4472,65.5458,63.1459,64.1131,67.7971,62.0054,62.6169,62.1953,64.3448,62.6998,63.8476,63.7521,65.3135,66.1033,68.7242,65.4672,66.8314,67.0459,66.0787,64.0980,68.7373,64.6890,65.9786,69.7010,71.6379,62.8919,66.2861,63.4720,64.4482,66.5785,63.0756,63.0803,64.7439,62.6448,64.1831,63.2773,68.1692,62.4436,69.7325,66.4155,63.5994,66.3405,63.9665,63.7123,66.7927,63.1711,64.4721,65.0419,62.8052,65.6172,67.7941,63.6077,63.2834,67.2051,61.5082,68.0707,67.3936,63.7887,70.8799,68.6247,66.1466,62.1895,61.6739,67.3118,66.8982,64.1837,62.7175,58.8506,64.2924,63.1073,66.2529,67.7255,64.8140,64.4774,67.2412,62.2002,61.5949,64.1262,61.6941,66.5278,68.6644,68.5209,64.1162,66.0446,64.0170,62.4291,63.7764,63.6161,69.6111,66.5103,65.7289
3.0405,1.0378,0.0000,0.7627,4.1955,2.2016,5.9461,2.0959,3.3924,0.6805,0.6227,0.5682,1.3938,1.7183,6.2082,1.5722,4.5753,0.0211,3.0387,3.1159,2.9616,3.7426,2.4942,0.8258,0.0766,1.4155,2.2468,8.7500,3.0855,0.8523,0.7161,0.9671,4.0929,1.8739,3.3086,1.0866,1.5211,0.3662,1.9634,0.1942,3.6696,1.5411,0.1070,2.5348,0.2141,1.8167,0.2757,3.2431,1.0963,3.2090,4.7060,3.2191,2.7641,0.0749,4.0974,0.2263,3.7488,0.7543,1.4580,1.9847,4.3982,4.2589,2.1586,1.2430,1.5219,3.9616,0.3765,1.8932,0.3265,2.9211,1.2228,4.8613,3.5411,0.0664,0.4394,1.0759,0.5007,1.2452,0.0088,0.1659,0.9213,1.9533,0.0698,2.0065,4.6820,3.1656,3.5268,2.9395,1.6860,3.7492,0.1304,5.0397,2.3427,1.8449,2.9376,0.6560,2.4143,1.1695,3.1744,4.3629,64.3777,61.1784,62.5423,63.1971,64.2714,61.6914,62.4554,66.7538,65.5638,68.2486,66.3312,63.9082,64.8850,68.6013,62.7555,63.3736,62.9475,65.1190,63.4574,64.6170,64.5205,66.0967,66.8935,69.5355,66.2518,67.6278,67.8441,66.8687,64.8698,69.5487,65.4665,66.7677,70.5194,72.4695,63.6515,67.0779,64.2376,65.2234,67.3727,63.8372,63.8419,65.5219,63.4018,64.9558,64.0409,68.9762,63.1985,70.5512,67.2084,64.3663,67.1327,64.7370,64.4803,67.5888,63.9337,65.2475,65.8226,63.5640,66.4031,68.5983,64.3747,64.0471,68.0045,62.2528,68.8770,68.1946,64.5575,71.7065,69.4353,66.9372,62.9416,62.4203,68.1121,67.6951,64.9564,63.4753,59.5620,65.0661,63.8692,67.0444,68.5292,65.5926,65.2529,68.0410,62.9524,62.3404,64.8982,62.4408,67.3216,69.4753,69.3307,64.8882,66.8343,64.7880,63.1839,64.5450,64.3831,70.4289,67.3040,66.5159
3.8032,1.8005,0.7627,0.0000,4.9582,2.9643,6.7088,2.8586,4.1551,1.4432,1.3853,0.1945,0.6311,0.9556,6.9709,2.3349,5.3380,0.7416,3.8014,3.8786,3.7243,4.5053,3.2568,0.0632,0.6861,2.1782,3.0095,9.5127,3.8482,1.6150,1.4788,1.7298,4.8556,2.6366,4.0713,0.3239,0.7584,0.3965,2.7261,0.9569,4.4323,0.7785,0.6557,3.2974,0.9768,2.5794,1.0384,4.0058,1.8590,3.9717,5.4687,3.9818,3.5268,0.6878,4.8601,0.9890,4.5115,0.0084,2.2207,2.7474,5.1609,5.0216,2.9213,0.4803,2.2846,4.7243,0.3862,2.6559,0.4362,3.6837,1.9855,5.6240,4.3038,0.8291,1.2020,0.3132,1.2634,2.0078,0.7539,0.5967,0.1587,1.1907,0.6929,2.7692,5.4447,3.9283,4.2895,3.7021,0.9233,4.5118,0.8931,5.8024,3.1054,2.6076,3.7003,0.1067,3.1769,0.4068,3.9371,5.1256,64.9461,61.7219,63.0970,63.7569,64.8391,62.2392,63.0095,67.3379,66.1403,68.8415,66.9126,64.4733,65.4570,69.1962,63.3119,63.9348,63.5053,65.6925,64.0192,65.1871,65.0899,66.6767,67.4785,70.1355,66.8327,68.2172,68.4347,67.4535,65.4417,70.1487,66.0424,67.3519,71.1245,73.0839,64.2147,67.6640,64.8051,65.7976,67.9606,64.4017,64.4065,66.0981,63.9631,65.5282,64.6070,69.5732,63.7583,71.1565,67.7952,64.9346,67.7191,65.3080,65.0495,68.1779,64.4989,65.8220,66.4008,64.1265,66.9850,69.1932,64.9431,64.6132,68.5961,62.8052,69.4734,68.7872,65.1272,72.3174,70.0348,67.5224,63.4994,62.9741,68.7043,68.2848,65.5288,64.0372,60.0908,65.6393,64.4340,67.6303,69.1237,66.1693,65.8273,68.6327,63.5103,62.8935,65.4703,62.9947,67.9091,70.0750,69.9296,65.4602,67.4189,65.3593,63.7435,65.1146,64.9516,71.0335,67.8914,67.0985
1.1550,3.1577,4.1955,4.9582,0.0000,1.9939,1.7506,2.0996,0.8031,3.5150,3.5729,4.7637,5.5893,5.9138,2.0126,2.6233,0.3798,4.2166,1.1568,1.0796,1.2339,0.4530,1.7014,5.0214,4.2721,2.7800,1.9487,4.5544,1.1100,3.3432,3.4794,3.2285,0.1026,2.3216,0.8870,5.2821,5.7166,4.5618,2.2321,4.0013,0.5259,5.7367,4.3025,1.6608,3.9815,2.3788,3.9198,0.9524,3.0993,0.9865,0.5105,0.9764,1.4314,4.2704,0.0982,3.9693,0.4467,4.9498,2.7375,2.2108,0.2027,0.0634,2.0369,5.4385,2.6736,0.2339,4.5720,2.3023,4.5220,1.2745,2.9727,0.6658,0.6545,4.1291,3.7562,5.2714,3.6948,2.9504,4.2043,4.3615,5.1169,6.1489,4.2653,2.1890,0.4865,1.0299,0.6688,1.2561,5.8815,0.4464,4.0651,0.8442,1.8528,2.3506,1.2579,4.8516,1.7813,5.3650,1.0211,0.1673,61.3262,58.2766,59.5730,60.1974,61.2244,58.7635,59.4902,63.6082,62.4637,65.0501,63.2014,60.8768,61.8123,65.3909,59.7762,60.3659,59.9592,62.0367,60.4460,61.5554,61.4629,62.9759,63.7428,66.2946,63.1250,64.4508,64.6594,63.7189,61.7978,66.3074,62.3703,63.6217,67.2481,69.1421,60.6314,63.9205,61.1920,62.1369,64.2047,60.8089,60.8134,62.4235,60.3928,61.8801,61.0038,65.7534,60.1987,67.2789,64.0463,61.3152,63.9733,61.6704,61.4244,64.4131,60.9012,62.1601,62.7124,60.5478,63.2707,65.3880,61.3233,61.0097,64.8143,59.2973,65.6574,64.9979,61.4984,68.4004,66.1976,63.7849,59.9536,59.4568,64.9182,64.5157,61.8808,60.4631,56.7483,61.9860,60.8395,63.8882,65.3211,62.4914,62.1652,64.8495,59.9639,59.3807,61.8250,59.4763,64.1554,66.2364,66.0964,61.8154,63.6858,61.7193,60.1847,61.4864,61.3314,67.1603,64.1384,63.3792
0.8389,1.1637,2.2016,2.9643,1.9939,0.0000,3.7445,0.1057,1.1908,1.5211,1.5789,2.7697,3.5954,3.9199,4.0066,0.6294,2.3737,2.2226,0.8371,0.9143,0.7600,1.5410,0.2926,3.0274,2.2782,0.7861,0.0453,6.5484,0.8839,1.3493,1.4855,1.2345,1.8914,0.3277,1.1070,3.2881,3.7226,2.5678,0.2381,2.0073,1.4680,3.7427,2.3086,0.3332,1.9875,0.3849,1.9259,1.0415,1.1053,1.0074,2.5044,1.0175,0.5625,2.2764,1.8958,1.9753,1.5472,2.9559,0.7436,0.2169,2.1966,2.0573,0.0430,3.4446,0.6797,1.7600,2.5781,0.3084,2.5280,0.7195,0.9788,2.6597,1.3395,2.1352,1.7622,3.2775,1.7009,0.9564,2.2104,2.3675,3.1229,4.1549,2.2714,0.1951,2.4804,0.9641,1.3252,0.7379,3.8876,1.5476,2.0712,2.8381,0.1412,0.3567,0.7361,2.8576,0.2127,3.3711,0.9728,2.1613,62.7600,59.6365,60.9662,61.6056,62.6560,60.1363,60.8814,65.0884,63.9214,66.5564,64.6738,62.3007,63.2566,66.9031,61.1743,61.7781,61.3618,63.4857,61.8600,62.9942,62.8997,64.4439,65.2256,67.8218,64.5959,65.9465,66.1589,65.2012,63.2417,67.8348,63.8261,65.1021,68.7903,70.7120,62.0497,65.4065,62.6229,63.5879,65.6960,62.2312,62.2359,63.8804,61.8056,63.3258,62.4305,67.2717,61.6069,68.8216,65.5346,62.7488,65.4603,63.1117,62.8604,65.9082,62.3256,63.6116,64.1751,61.9641,64.7444,66.9001,62.7570,62.4365,66.3165,60.6837,67.1741,66.5033,62.9359,69.9597,67.7233,65.2684,61.3560,60.8472,66.4223,66.0126,63.3264,61.8775,58.0647,63.4339,62.2625,65.3736,66.8321,63.9497,63.6168,66.3524,61.3666,60.7692,63.2695,60.8671,65.6458,67.7626,67.6204,63.2597,65.1674,63.1616,61.5927,62.9237,62.7653,68.7011,65.6285,64.8550
2.9056,4.9083,5.9461,6.7088,1.7506,3.7445,0.0000,3.8502,2.5537,5.2656,5.3234,6.5143,7.3399,7.6644,0.2621,4.3739,1.3708,5.9672,2.9074,2.8302,2.9845,2.2035,3.4519,6.7720,6.0227,4.5306,3.6993,2.8039,2.8606,5.0938,5.2300,4.9790,1.8532,4.0722,2.6375,7.0327,7.4672,6.3123,3.9827,5.7519,2.2765,7.4872,6.0531,3.4114,5.7320,4.1294,5.6704,2.7030,4.8498,2.7371,1.2401,2.7270,3.1820,6.0210,1.8487,5.7198,2.1973,6.7004,4.4881,3.9614,1.5479,1.6872,3.7875,7.1891,4.4242,1.9845,6.3226,4.0529,6.2726,3.0251,4.7233,1.0848,2.4050,5.8797,5.5068,7.0220,5.4454,4.7009,5.9549,6.1121,6.8674,7.8995,6.0159,3.9396,1.2641,2.7805,2.4193,3.0066,7.6321,2.1969,5.8157,0.9064,3.6034,4.1012,3.0085,6.6021,3.5319,7.1156,2.7717,1.5832,60.0937,57.1133,58.3785,58.9889,59.9940,57.5882,58.2977,62.3323,61.2088,63.7497,61.9328,59.6537,60.5701,64.0850,58.5771,59.1537,58.7560,60.7901,59.2320,60.3183,60.2277,61.7114,62.4646,64.9747,61.8578,63.1603,63.3655,62.4410,60.5558,64.9873,61.1172,62.3455,65.9141,67.7823,59.4135,62.6391,59.9623,60.8883,62.9184,59.5872,59.5916,61.1693,59.1801,60.6366,59.7780,64.4418,58.9902,65.9445,62.7627,60.0830,62.6910,60.4310,60.1900,63.1233,59.6776,60.9110,61.4528,59.3316,62.0008,64.0821,60.0909,59.7838,63.5178,58.1092,64.3473,63.6983,60.2624,67.0503,64.8792,62.5059,58.7505,58.2650,63.6200,63.2241,60.6372,59.2488,55.6258,60.7403,59.6172,62.6074,64.0164,61.2360,60.9160,63.5524,58.7606,58.1907,60.5825,58.2841,62.8700,64.9173,64.7795,60.5731,62.4085,60.4789,58.9765,60.2507,60.0988,65.8275,62.8533,62.1074
0.9446,1.0581,2.0959,2.8586,2.0996,0.1057,3.8502,0.0000,1.2965,1.4154,1.4733,2.6641,3.4897,3.8142,4.1123,0.5237,2.4794,2.1170,0.9428,1.0200,0.8657,1.6467,0.3982,2.9218,2.1725,0.6804,0.1509,6.6541,0.9896,1.2436,1.3798,1.1288,1.9970,0.2220,1.2127,3.1825,3.6170,2.4621,0.1325,1.9017,1.5737,3.6371,2.2029,0.4388,1.8819,0.2792,1.8202,1.1472,0.9997,1.1131,2.6101,1.1232,0.6682,2.1708,2.0014,1.8697,1.6529,2.8502,0.6379,0.1112,2.3023,2.1630,0.0627,3.3389,0.5740,1.8657,2.4724,0.2027,2.4224,0.8251,0.8731,2.7654,1.4451,2.0295,1.6566,3.1718,1.5952,0.8508,2.1047,2.2619,3.0173,4.0493,2.1657,0.0894,2.5861,1.0697,1.4309,0.8435,3.7819,1.6532,1.9655,2.9438,0.2468,0.2510,0.8417,2.7519,0.3183,3.2654,1.0785,2.2669,62.8368,59.7095,61.0409,61.6811,62.7326,60.2100,60.9560,65.1676,63.9995,66.6369,64.7526,62.3770,63.3339,66.9839,61.2493,61.8538,61.4370,63.5633,61.9358,63.0712,62.9767,64.5224,65.3049,67.9034,64.6746,66.0265,66.2391,65.2805,63.3190,67.9164,63.9040,65.1813,68.8727,70.7957,62.1257,65.4860,62.6996,63.6656,65.7757,62.3074,62.3121,63.9584,61.8813,63.4032,62.5069,67.3529,61.6824,68.9040,65.6142,62.8256,65.5399,63.1889,62.9373,65.9881,62.4019,63.6893,64.2534,62.0400,64.8232,66.9809,62.8338,62.5130,66.3968,60.7581,67.2552,66.5838,63.0129,70.0429,67.8048,65.3478,61.4312,60.9218,66.5026,66.0926,63.4039,61.9533,58.1355,63.5114,62.3388,65.4531,66.9129,64.0277,63.6945,66.4327,61.4418,60.8437,63.3469,60.9417,65.7255,67.8441,67.7018,63.3370,65.2467,63.2388,61.6681,63.0007,62.8421,68.7834,65.7082,64.9339
0.3519,2.3546,3.3924,4.1551,0.8031,1.1908,2.5537,1.2965,0.0000,2.7119,2.7698,3.9606,4.7862,5.1107,2.8158,1.8202,1.1829,3.4135,0.3537,0.2765,0.4308,0.3501,0.8983,4.2183,3.4690,1.9769,1.1456,5.3576,0.3069,2.5401,2.6763,2.4253,0.7005,1.5185,0.0838,4.4790,4.9135,3.7586,1.4290,3.1982,0.2772,4.9336,3.4994,0.8577,3.1784,1.5757,3.1167,0.1493,2.2962,0.1834,1.3136,0.1733,0.6283,3.4673,0.7049,3.1662,0.3564,4.1467,1.9344,1.4077,1.0058,0.8665,1.2338,4.6354,1.8705,0.5692,3.7689,1.4992,3.7189,0.4714,2.1696,1.4689,0.1486,3.3260,2.9531,4.4683,2.8917,2.1473,3.4012,3.5584,4.3138,5.3458,3.4622,1.3859,1.2896,0.2268,0.1343,0.4530,5.0784,0.3567,3.2620,1.6473,1.0497,1.5475,0.4548,4.0484,0.9782,4.5619,0.2180,0.9704,61.8999,58.8200,60.1300,60.7606,61.7972,59.3122,60.0464,64.2011,63.0473,65.6536,63.7910,61.4465,62.3904,65.9969,60.3353,60.9308,60.5201,62.6167,61.0116,62.1312,62.0379,63.5637,64.3367,66.9068,63.7140,65.0500,65.2602,64.3126,62.3757,66.9196,62.9531,64.2146,67.8664,69.7718,61.1988,64.5157,61.7646,62.7177,64.8021,61.3779,61.3825,63.0067,60.9579,62.4588,61.5746,66.3619,60.7619,67.8974,64.6424,61.8889,64.5689,62.2472,61.9991,65.0120,61.4711,62.7411,63.2980,61.1143,63.8608,65.9939,61.8970,61.5806,65.4162,59.8515,66.2652,65.6011,62.0736,69.0257,66.8091,64.3791,60.5145,60.0127,65.5209,65.1154,62.4594,61.0288,57.2738,62.5655,61.4088,64.4832,65.9266,63.0752,62.7463,65.4517,60.5249,59.9358,62.4031,60.0323,64.7524,66.8481,66.7072,62.3934,64.2792,62.2966,60.7478,62.0616,61.9052,67.7780,64.7353,63.9702
2.3600,0.3573,0.6805,1.4432,3.5150,1.5211,5.2656,1.4154,2.7119,0.0000,0.0579,1.2487,2.0743,2.3988,5.5277,0.8917,3.8948,0.7016,2.3582,2.4354,2.2811,3.0621,1.8137,1.5064,0.7571,0.7350,1.5663,8.0695,2.4050,0.1718,0.0356,0.2866,3.4124,1.1934,2.6281,1.7671,2.2016,1.0467,1.2829,0.4863,2.9891,2.2216,0.7875,1.8542,0.4664,1.1362,0.4048,2.5626,0.4158,2.5285,4.0255,2.5386,2.0836,0.7554,3.4169,0.4542,3.0683,1.4348,0.7775,1.3042,3.7177,3.5784,1.4781,1.9235,0.8414,3.2811,1.0570,1.2127,1.0070,2.2405,0.5423,4.1808,2.8606,0.6141,0.2412,1.7564,0.1798,0.5647,0.6893,0.8465,1.6019,2.6339,0.7503,1.3260,4.0015,2.4851,2.8463,2.2590,2.3665,3.0687,0.5501,4.3592,1.6622,1.1644,2.2571,1.3365,1.7337,1.8500,2.4939,3.6824,63.8739,60.6975,62.0511,62.7013,63.7683,61.2065,61.9648,66.2357,65.0526,67.7224,65.8154,63.4075,64.3780,68.0733,62.2627,62.8765,62.4533,64.6105,62.9598,64.1117,64.0158,65.5823,66.3746,69.0028,65.7365,67.1049,67.3200,66.3499,64.3629,69.0160,64.9559,66.2495,69.9821,71.9236,63.1525,66.5580,63.7348,64.7143,66.8512,63.3369,63.3417,65.0110,62.9045,64.4483,63.5394,68.4463,62.7026,70.0138,66.6877,63.8626,66.6125,64.2310,63.9759,67.0661,63.4328,64.7383,65.3099,63.0656,65.8870,68.0703,63.8709,63.5455,67.4796,61.7636,68.3476,67.6687,64.0525,71.1638,68.9031,66.4181,62.4475,61.9300,67.5866,67.1718,64.4489,62.9775,59.0945,64.5579,63.3687,66.5247,68.0015,65.0812,64.7436,67.5159,62.4582,61.8506,64.3912,61.9502,66.8003,68.9429,68.7991,64.3812,66.3157,64.2817,62.6881,64.0402,63.8793,69.8920,66.7828,65.9991
