1.0000,0.4500,0.5500,0.5000,0.5000,0.5000,0.4000,0.5500,0.4500,0.4000,0.2500,0.5000,0.6000,0.6000,0.6000,0.4500,0.6000,0.5500,0.4500,0.5000
0.4500,1.0000,0.6000,0.6500,0.6500,0.4500,0.5500,0.5000,0.6000,0.4500,0.4000,0.6500,0.5500,0.4500,0.3500,0.2000,0.4500,0.6000,0.6000,0.2500
0.5500,0.6000,1.0000,0.5500,0.6500,0.5500,0.4500,0.4000,0.7000,0.3500,0.6000,0.7500,0.4500,0.6500,0.3500,0.4000,0.3500,0.6000,0.5000,0.5500
0.5000,0.6500,0.5500,1.0000,0.6000,0.5000,0.7000,0.3500,0.5500,0.4000,0.4500,0.7000,0.5000,0.6000,0.4000,0.5500,0.4000,0.6500,0.3500,0.5000
0.5000,0.6500,0.6500,0.6000,1.0000,0.5000,0.5000,0.4500,0.4500,0.5000,0.3500,0.7000,0.6000,0.4000,0.5000,0.3500,0.5000,0.5500,0.4500,0.5000
0.5000,0.4500,0.5500,0.5000,0.5000,1.0000,0.3000,0.3500,0.4500,0.7000,0.5500,0.6000,0.5000,0.7000,0.4000,0.5500,0.4000,0.5500,0.5500,0.7000
0.4000,0.5500,0.4500,0.7000,0.5000,0.3000,1.0000,0.5500,0.4500,0.4000,0.4500,0.6000,0.5000,0.5000,0.5000,0.5500,0.4000,0.3500,0.4500,0.5000
0.5500,0.5000,0.4000,0.3500,0.4500,0.3500,0.5500,1.0000,0.3000,0.5500,0.5000,0.2500,0.4500,0.3500,0.5500,0.3000,0.5500,0.4000,0.6000,0.3500
0.4500,0.6000,0.7000,0.5500,0.4500,0.4500,0.4500,0.3000,1.0000,0.5500,0.6000,0.4500,0.5500,0.4500,0.5500,0.4000,0.4500,0.5000,0.6000,0.5500
0.4000,0.4500,0.3500,0.4000,0.5000,0.7000,0.4000,0.5500,0.5500,1.0000,0.5500,0.4000,0.5000,0.4000,0.5000,0.3500,0.6000,0.2500,0.5500,0.6000
0.2500,0.4000,0.6000,0.4500,0.3500,0.5500,0.4500,0.5000,0.6000,0.5500,1.0000,0.4500,0.5500,0.5500,0.3500,0.6000,0.3500,0.6000,0.7000,0.6500
0.5000,0.6500,0.7500,0.7000,0.7000,0.6000,0.6000,0.2500,0.4500,0.4000,0.4500,1.0000,0.5000,0.7000,0.3000,0.5500,0.5000,0.5500,0.3500,0.5000
0.6000,0.5500,0.4500,0.5000,0.6000,0.5000,0.5000,0.4500,0.5500,0.5000,0.5500,0.5000,1.0000,0.5000,0.5000,0.4500,0.5000,0.5500,0.7500,0.5000
0.6000,0.4500,0.6500,0.6000,0.4000,0.7000,0.5000,0.3500,0.4500,0.4000,0.5500,0.7000,0.5000,1.0000,0.4000,0.5500,0.3000,0.6500,0.5500,0.6000
0.6000,0.3500,0.3500,0.4000,0.5000,0.4000,0.5000,0.5500,0.5500,0.5000,0.3500,0.3000,0.5000,0.4000,1.0000,0.5500,0.6000,0.4500,0.5500,0.6000
0.4500,0.2000,0.4000,0.5500,0.3500,0.5500,0.5500,0.3000,0.4000,0.3500,0.6000,0.5500,0.4500,0.5500,0.5500,1.0000,0.5500,0.6000,0.3000,0.6500
0.6000,0.4500,0.3500,0.4000,0.5000,0.4000,0.4000,0.5500,0.4500,0.6000,0.3500,0.5000,0.5000,0.3000,0.6000,0.5500,1.0000,0.3500,0.3500,0.4000
0.5500,0.6000,0.6000,0.6500,0.5500,0.5500,0.3500,0.4000,0.5000,0.2500,0.6000,0.5500,0.5500,0.6500,0.4500,0.6000,0.3500,1.0000,0.6000,0.4500
0.4500,0.6000,0.5000,0.3500,0.4500,0.5500,0.4500,0.6000,0.6000,0.5500,0.7000,0.3500,0.7500,0.5500,0.5500,0.3000,0.3500,0.6000,1.0000,0.5500
0.5000,0.2500,0.5500,0.5000,0.5000,0.7000,0.5000,0.3500,0.5500,0.6000,0.6500,0.5000,0.5000,0.6000,0.6000,0.6500,0.4000,0.4500,0.5500,1.0000
